id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
605,74,1992-06-05,Pawlak I,1,http://en.wikipedia.org/wiki/First_Cabinet_of_Waldemar_Pawlak,afp,"Pawlak was appointed by President Lech Wałęsa as Prime Minister and elected in parliament on 5 June 1992 (yes: 261, no: 149, abstain: 7) but failed to find majority support for his potential government.
He resigned on 10 July after parliament accepted his resignation (yes: 286, no: 11, abstain: 107).","Cabinet recorded according to coding rule ""any change of the prime minister"".",132,211,,616,19920
606,72,1976-09-25,Mintoff IV,0,,,,,816,533,,470,19760
607,43,1973-04-05,Messmer II,0,http://fr.wikipedia.org/wiki/Gouvernement_Pierre_Messmer_%282%29,pa-84,,cabinet ended by formal resignation,430,357,,250,19730
608,29,1945-06-11,King V,0,http://en.wikipedia.org/wiki/William_Lyon_Mackenzie_King,,,,1164,189,,124,19450
609,41,1974-11-21,Karamanlis Kon I,0,,,,,,653,,300,19740
610,29,2006-02-06,Harper I,0,http://en.wikipedia.org/wiki/28th_Canadian_Ministry,,,,308,137,,124,20060
611,11,1987-08-19,Lange II,0,,,,,121,322,,554,19870
612,29,2008-10-30,Harper II,0,http://en.wikipedia.org/wiki/28th_Canadian_Ministry,afp,"PM Harper won election on 14 October 2008 and presented his cabinet on 30 October.
Cabinet lost a confidence vote (yes: 145, no: 156) on 25 March 2011 over budget plans. The following day, he asked to dissolve the parliament.",,610,601,,124,20080
613,64,1961-04-25,Lefevre,0,http://en.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,"mueller, nyt",,,144,425,,56,19610
614,67,1987-04-30,Holkeri I,0,http://en.wikipedia.org/wiki/Harri_Holkeri,"mueller, valt",,,650,527,,246,19870
615,26,1960-03-26,Tambroni,0,http://it.wikipedia.org/wiki/Governo_Tambroni,nyt,"PM Tambroni formed an ""emergency"" government that took office on 26 March 1960 and won an investiture vote (yes: 300, no: 293) on 8 April.
Cabinet resigned on 19 July 1960 following an agreement among centre parties about forming a new government.",,372,507,,380,19600
618,67,1972-02-23,Paasio II,0,http://fi.wikipedia.org/wiki/Paasion_II_hallitus,valt,,,391,636,,246,19720
619,29,1962-06-18,Diefenbaker III,0,,,,,697,76,,124,19620
620,11,1996-12-16,Bolger IV,0,http://en.wikipedia.org/wiki/Fourth_National_Government_of_New_Zealand,ejpr,,,830,561,,554,19961
621,7,1995-01-20,Juncker I,0,http://en.wikipedia.org/wiki/Juncker-Poos_Ministry,,,,222,306,594,442,19950
622,59,1963-03-27,Gorbach III,0,http://de.wikipedia.org/wiki/Bundesregierung_Gorbach_II,"mueller, nyt, times","Cabinet was appointed on 27 March 1963 after four months of deadlock in the formation process.
PM Gorbach declared to resign on 20 February 1964 following disputes within the Austrian People's Party (OVP) and handed in his resignation four days later. The cabinet resigned on 2 April.",On 25 February 1964 President Schärf lanced a discussion of whether the resignation of a PM would also require the resignation of the whole cabinet.,890,495,,40,19630
623,40,1959-12-17,Bundesrat 1959,0,,,,,635,674,,756,19590
624,64,1992-03-07,Dehaene I,0,http://en.wikipedia.org/wiki/Jean-Luc_Dehaene,mueller,,,570,418,553,56,19920
625,56,1949-12-06,Thors IV,0,http://en.wikipedia.org/wiki/%C3%93lafur_Thors,indridason,"Cabinet lost a vote of confidence on 1 March 1950 (yes:18, no: 33) and resigned the following day.",,742,259,,352,19490
626,37,1954-06-02,Costello II,0,http://en.wikipedia.org/wiki/Government_of_the_15th_D%C3%A1il,,,,643,584,,372,19540
627,33,1958-12-10,Menzies IIX,0,http://en.wikipedia.org/wiki/Eighth_Menzies_Ministry,hug-68,,,479,749,,36,19580
628,35,1946-10-11,Erlander I,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_I,"mueller, nyt",PM Erlander was appointed on 11 October 1946 and cabinet ended with elections on 19 November 1948.,,543,485,,752,19460
629,11,1957-09-26,Holyoake I,0,,,,,410,321,,554,19570
630,21,1998-03-11,Rasmussen N IV,0,http://en.wikipedia.org/wiki/Cabinet_of_Poul_Nyrup_Rasmussen_IV,"ap, ejpr",,,255,389,434,208,19980
631,67,1957-09-02,Sukselainen II,0,http://en.wikipedia.org/wiki/Vieno_Johannes_Sukselainen%27s_first_cabinet,nyt,"Cabinet lost a confidence vote (yes: 74, no: 75) on 18 October 1957 and resigned.",,747,71,,246,19571
632,33,1945-07-06,Forde,1,http://en.wikipedia.org/wiki/Forde_Ministry,hug-68,Caretaker cabinet under PM Forde took office after the death of PM Curtin until the United Australia Party (UAP) elected a new leader.,,994,737,,36,19450
633,54,1956-02-24,Adenauer IV,0,http://de.wikipedia.org/wiki/Kabinett_Adenauer_II,"nyt, wid","Cabinet continued on 24 February 1956 when Christian Democrats (CDU) announced to continue the previous coalition with ministers that resigned from the Free Democratic (FDP) party group.
Cabinet changed when German Party (DP) and Free People's Party (FVP) party groups formed a cooperation agreement on 27 September 1956 and formally merged on 14 March 1957.",DP and FVP merger not coded as a new cabinet since no coalition bargaining took place.,376,103,,276,19560
634,33,1967-12-19,McEwen,0,http://en.wikipedia.org/wiki/McEwen_Ministry,hug-77,Caretaker cabinet under PM McEwen took office after the death of PM Holt until the Government parties appoint a new leader.,,67,764,,36,19670
635,40,1955-12-15,Bundesrat 1955,0,,,,,814,30,,756,19550
636,43,1949-10-28,Bidault II,0,http://fr.wikipedia.org/wiki/Gouvernement_Georges_Bidault_(2),pa-84,,,355,75,,250,19491
637,8,1994-08-22,Kok I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Kok-1,,Cabinet ended with election on 6 May 1998.,,148,570,58,528,19940
638,26,1979-03-20,Andreotti V,0,http://it.wikipedia.org/wiki/Governo_Andreotti_V,mueller,,,245,502,,380,19790
639,67,1951-01-17,Kekkonen II,0,http://en.wikipedia.org/wiki/Urho_Kekkonen%27s_second_cabinet,valt,,,872,187,,246,19510
640,56,1991-04-30,Oddsson I,0,http://en.wikipedia.org/wiki/Dav%C3%AD%C3%B0_Oddsson,indridason,,,127,274,,352,19910
641,35,2002-10-21,Persson III,0,http://en.wikipedia.org/wiki/Cabinet_of_G%C3%B6ran_Persson,,,,503,156,374,752,20020
642,54,1982-10-01,Kohl I,0,http://de.wikipedia.org/wiki/Kabinett_Kohl_I,dhbt,"Cabinet won a constructive vote of no confidence on 1 October 1982 against Schmidt III cabinet.
PM Kohl initiated a confidence vote (yes: 8, no: 218, abstain: 248) on 17 December 1982 and most coalition MPs abstained from voting, to dissolve parliament and call a snap election.",see confidence vote coded for Schmidt III.,343,547,361,276,19820
643,37,1951-06-13,Valera VIII,0,http://en.wikipedia.org/wiki/Government_of_the_14th_D%C3%A1il,,,,154,515,,372,19510
644,60,1997-02-27,Drnovsek V,0,http://en.wikipedia.org/wiki/Janez_Drnovsek,rferl,PM Drnovsek lost a confidence vote on 8 April 2000 after Slovenian People's Party (SLS) ministers announced to withdraw from the coalition.,,562,338,,705,19970
645,51,1993-02-28,Clerides I,0,http://en.wikipedia.org/wiki/Glafkos_Klerides,"afp, reuters",,,912,342,,196,19930
646,44,1983-06-09,Thatcher II,0,http://en.wikipedia.org/wiki/Conservative_Government_1983-1987,,,,273,290,37,826,19830
647,35,1982-10-07,Palme IV,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_II,"mueller, riksdag","Cabinet won an investiture vote (yes: 179, no: 0, abstain: 147).",,142,175,,752,19820
648,43,1946-01-26,Gouin,1,http://fr.wikipedia.org/wiki/Gouvernement_F%C3%A9lix_Gouin,be-70,,,411,471,,250,19460
649,5,1963-12-09,Ikeda III,0,,,,,48,640,,392,19630
650,67,1983-05-06,Sorsa VI,0,http://en.wikipedia.org/wiki/Kalevi_Sorsa,valt,,,34,133,,246,19830
651,56,2009-04-25,Sigurdardottir II,0,http://en.wikipedia.org/wiki/Cabinet_of_Iceland,,Cabinet ended with election on 27 April 2013.,,538,36,,352,20091
652,8,2010-02-23,Balkenende VI,1,http://en.wikipedia.org/wiki/Netherlands_cabinet_Balkenende-4,,Continuation caretaker cabinet remained in office after Queen Beatrix called early election on 23 February 2010.,Caretaker cabinet remains more than three month in office before and after the election but continuation caretaker cabinets are only code ones.,69,578,134,528,20100
653,9,1977-09-11,Nordli II,0,http://en.wikipedia.org/wiki/Odvar_Nordli,"nyt, reg-no","PM Nordli resigned on 31 January 1981, effective 4 February, following a controversy over US weapons in Norway.",,520,499,,578,19770
654,27,1993-07-09,Gonzalez IV,0,https://en.wikipedia.org/wiki/Fourth_government_of_Felipe_Gonz%C3%A1lez,,"Minority cabinet supported by small regional parties, especially Convergence and Unity (CiU) (Hopkin 2005, 389),",,37,252,474,724,19930
655,7,1974-06-15,Thorn,0,http://lb.wikipedia.org/wiki/Regierung_Thorn-Vouel-Berg,,,,101,446,,442,19740
656,5,1972-07-07,Tanaka I,0,,,,,789,603,,392,19720
657,9,1969-09-07,Borten II,0,http://en.wikipedia.org/wiki/Per_Borten,"nyt, reg-no","PM Borten resigned on 2 March 1971, effective 17 March, following a disclosure of confidential documents about negotiations on European Economic Community membership.",,284,580,,578,19690
658,43,1952-03-08,Pinay,0,http://fr.wikipedia.org/wiki/Gouvernement_Antoine_Pinay,"nyt, pa-84","Antoine Pinay surprisingly won parliamentary support (yes: 324, no: 206) as PM on 6 March 1952. Cabinet was appointed two days later and won a confidence vote (yes: 290, no:101) on 11 March.","Appointment date based on Assemblée Nationale source.
Party ""Payson"" could not be identified. ",32,293,,250,19521
659,59,1953-04-02,Raab I,0,http://de.wikipedia.org/wiki/Bundesregierung_Raab_I,"faz, mueller","Cabinet was appointed on 2 April 1953.
On 28 February 1956, coalition parties agreed to call an early election after a conflict over former German properties.
Cabinet ended with an early election on 13 May 1956 and resigned one day later.",,560,11,,40,19530
660,21,1964-09-26,Krag II,0,http://da.wikipedia.org/wiki/Regeringen_Jens_Otto_Krag_II,folketing,Cabinet resigned on 2 November 1966 over taxation policy and called an early election.,,841,288,,208,19640
661,55,2002-11-07,Repse,0,https://en.wikipedia.org/wiki/Rep%C5%A1e_cabinet,rferl,,,23,260,,428,20020
662,43,1967-04-08,Pompidou IV,0,http://fr.wikipedia.org/wiki/Gouvernement_Georges_Pompidou_%284%29,pa-84,,,349,291,,250,19670
663,67,2002-05-31,Lipponen III,0,http://en.wikipedia.org/wiki/Paavo_Lipponen's_second_cabinet,valt,"Cabinet started on 31 May 2002 with a replacement of the Green (VIHR) environment minister.
Cabinet ended with election on 16 March 2003 and resigned on 17 April.",,352,15,334,246,20020
664,56,1956-07-24,Jonasson V,0,http://en.wikipedia.org/wiki/Hermann_J%C3%B3nasson,nyt,"Cabinet was appointed on 24 July 1956.
Cabinet resigned on 4 December 1958 in disagreement over economic policy.",,762,665,,352,19560
665,5,1999-10-05,Obuchi III,0,http://en.wikipedia.org/wiki/Keiz%C5%8D_Obuchi,afp,"Komeito entered cabinet on 5 October 1999.
PM Obuchi suffered a stroke on 1 April 2000 was replaced by by Yoshirō Mori on 5 April.",,916,628,,392,19980
666,9,1945-06-25,Gerhardsen I,1,http://en.wikipedia.org/wiki/Einar_Gerhardsen,"nyt, reg-no","Provisional post-war cabinet formed on 25 June 1945.
Cabinet handed in resignation on 1 November 1945 and formally resigned on 5 November.",,1222,864,,578,19450
667,37,1961-10-11,Lemass II,0,http://en.wikipedia.org/wiki/Government_of_the_17th_D%C3%A1il,,,,364,413,,372,19610
668,11,1963-12-20,Holyoake III,0,,,,,701,117,,554,19630
669,11,1978-12-12,Muldoon II,0,,,,,285,202,,554,19780
670,29,1984-06-30,Turner,0,,,,,70,139,,124,19840
671,33,1971-03-10,McMahon,1,http://en.wikipedia.org/wiki/McMahon_Ministry,hug-77,Following the defeat at the election McMahon resigned on 5 December 1972. A two-member interim ministry was formed by Whitlam and Barnard (both Australian Labor Party) until finalisation of election results.,,1024,735,,36,19710
672,26,1994-05-11,Berlusconi I,0,http://it.wikipedia.org/wiki/Governo_Berlusconi_I,afp,"Cabinet was sworn in on 11 May 1994 and won a confidence vote (yes: 366; no: 245) on 20 May 1994.
PM Berlusconi resigned on 22 December 1994 to avoid a confidence vote supported by the Northern League (LN) coalition partner.",,801,146,280,380,19940
673,56,1978-09-01,Johannesson II,0,http://en.wikipedia.org/wiki/%C3%93lafur_J%C3%B3hannesson,"indridason, keesings",Cabinet ended on 9 October when Social Democrats (A) withdrew in conflict over economic policies and cabinet resigned on 12 November.,,849,275,,352,19780
674,26,1981-06-28,Spadolini I,0,http://it.wikipedia.org/wiki/Governo_Spadolini_I,"mueller, nyt","Cabinet resigned on 7 August 1982, a day after the Socialists (PSI) withdrew.",,464,604,353,380,19810
675,64,2010-06-13,Leterme III,1,http://en.wikipedia.org/wiki/Leterme_II_Government,bbc,,Start date set to 13 June 2010 (election date) following three month coding rule.,431,486,638,56,20100
676,26,1948-05-23,De Gasperi IV,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_V,mueller,,,501,467,,380,19480
677,64,1974-04-25,Tindemans I,0,http://en.wikipedia.org/wiki/Leo_Tindemans,mueller,,,859,384,,56,19740
678,44,1992-04-09,Major II,0,http://en.wikipedia.org/wiki/Major_Ministry,nyt,"Cabinet won a confidence vote (yes: 339, no: 299, abstain: 2) on 24 July 1993 to pass approval of the Treaty on European Union.
",,515,514,682,826,19920
679,5,2006-09-26,Abe I,0,,ejpr,,,850,554,,392,20060
680,55,2006-11-07,Kalvitis III,0,http://en.wikipedia.org/wiki/Aigars_Kalv%C4%ABtis,mue-rom,,,535,52,145,428,20061
681,72,1966-04-07,Borg Olivier IV,0,,,,,589,419,,470,19660
682,55,1998-11-26,Kristopans I,0,http://en.wikipedia.org/wiki/Vilis_Kristopans,mue-rom,,,2,615,,428,19981
684,15,1992-12-02,Lubys,1,https://en.wikipedia.org/wiki/Lubys_Cabinet,"mue-rom, reuters","PM Lubys won an investiture vote (yes: 87, no: 0, abstain: 40) on 2 December 1992.
Cabinet resigned on 25 February 1993, a constitutional requirement after a presidential election.",,512,439,,440,19921
685,67,1954-10-20,Kekkonen V,0,http://en.wikipedia.org/wiki/Urho_Kekkonen,valt,,,161,71,,246,19541
686,75,2007-04-05,Ansip II,0,http://en.wikipedia.org/wiki/Andrus_Ansip%27s_cabinet,"afp, reuters","Cabinet was appointed on 5 April 2007.
Cabinet ended on 21 May 2009 when PM Ansip fired all three SDE ministers.",,274,83,130,233,20070
688,15,2008-11-27,Kubilius II,0,https://en.wikipedia.org/wiki/Kubilius_Cabinet_II,afp,"PM Kubilius won an investiture vote (yes: 89, no: 27, abstain: 18) and cabinet (yes: 83, no: 40, abstain: 5) on 9 December.
Cabinet resigned on 12 July 2009, a constitutional requirement after a presidential election.
",,579,646,539,440,20080
689,63,1983-06-09,Soares III,0,,nyt,,,135,598,,620,19830
690,1,1992-06-24,Meciar II,0,http://en.wikipedia.org/wiki/Vladim%C3%ADr_Me%C4%8Diar,mue-rom,,,436,294,,703,19920
691,44,1951-10-26,Churchill III,0,http://en.wikipedia.org/wiki/Conservative_Government_1951-1957,bpf,,"Conservatives and National Liberals formed an electoral alliance, the Woolton-Teviot agreement of May 1947, merging at the constituency level. The Conservatives had no majority of seats in parliament and there were no cabinet members from the National Liberals although Churchill had offered a cabinet position to Clement Davies who turned the offer down. ""The National Liberals met regularly as a group each Wednesday throughout the 1951-5 parliament, though they never voted as a group against the government"" (Dutton 1989, 366-7).",88,102,,826,19510
692,43,1959-01-08,Debre,0,http://fr.wikipedia.org/wiki/Gouvernement_Michel_Debr%C3%A9,pa-84,,One minister appointed by African Democratic Rally (RDA).,197,375,,250,19590
693,9,2005-10-17,Stoltenberg II,0,http://en.wikipedia.org/wiki/Second_cabinet_Stoltenberg,ejpr,,,300,3,,578,20050
694,8,1959-05-19,De Quay,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_de_Quay,,,,741,667,,528,19590
695,64,1950-06-08,Duvieusart,0,http://en.wikipedia.org/wiki/Jean_Duvieusart,mueller,,,746,217,,56,19500
696,29,1968-07-06,Trudeau P II,0,,,,,565,91,,124,19681
697,29,1958-03-31,Diefenbaker II,0,,,,,249,286,,124,19580
698,43,1962-12-06,Pompidou II,0,http://fr.wikipedia.org/wiki/Gouvernement_Georges_Pompidou_%282%29,"be-70, pa-84",Cabinet resigned on 8 January 1966 after the re-election of President de Gaulle.,,526,407,,250,19621
699,1,1998-10-30,Dzurinda I,0,http://en.wikipedia.org/wiki/Mikul%C3%A1%C5%A1_Dzurinda,reuters,"PM Dzurinda was appointed on 30 October 1998. Cabinet won an investiture vote (yes: 88; no: 50) on 2 December.
Cabinet ended with election on 21 September 2002.",,26,349,,703,19980
700,64,1950-08-16,Pholien,0,http://en.wikipedia.org/wiki/Joseph_Pholien,mueller,,,695,217,,56,19501
701,11,1960-12-12,Holyoake II,0,,,,,869,666,,554,19600
702,59,1983-05-24,Sinowatz,0,http://de.wikipedia.org/wiki/Bundesregierung_Sinowatz,"mueller, nyt","Cabinet was appointed on 24 May 1983.
PM Sinowatz resigned on 9 June 1986 after Kurt Waldheim was elected as president and cabinet resigned on 16 June.",,463,456,,40,19830
703,56,1946-06-30,Thors III,0,http://en.wikipedia.org/wiki/%C3%93lafur_Thors,indridason,,,435,35,,352,19460
704,29,1993-06-25,Campbell,0,,,,,739,96,,124,19930
705,26,1964-07-22,Moro II,0,http://it.wikipedia.org/wiki/Governo_Moro_II,nyt,"PM Moro was appointed on 23 July 1964 and cabinet won confidence votes on 1 August 1964 (yes: 163, no: 120 [upper house]) and 6 August (yes: 344, no: 238 [lower house]). 
Cabinet resigned  on 21 January 1966 after losing a vote (yes: 221, no: 250, abstain: 3, absent: 156) over ""a bill to establish state nursery schools"" (NYT).",,818,380,,380,19640
706,39,2008-05-02,Gyurcsany III,0,http://en.wikipedia.org/wiki/Ferenc_Gyurcs%C3%A1ny,nzz,,,325,194,224,348,20080
707,67,1970-05-14,Aura I,1,http://en.wikipedia.org/wiki/Teuvo_Aura,valt,,,203,77,,246,19700
708,68,2010-06-28,Necas I,0,http://cs.wikipedia.org/wiki/Vl%C3%A1da_Petra_Ne%C4%8Dase,"afp, cp, ctk","PM Necas was appointed on 28 June 2010 and the cabinet on 13 July. It won an investiture vote (yes: 118, no: 82) on 10 August 2010.
Cabinet ended on 17 April 2012 after Public Affairs (VV) party group split.",,157,599,516,203,20100
710,23,1991-10-16,Stolojan,1,http://en.wikipedia.org/wiki/Theodor_Stolojan,,,,715,633,,642,19910
