id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
800,10,16,FTB,Kingdom of Bulgaria Confederation,Federatsiya Tsarstvo Balgariya ,Federatsiya Tsarstvo Balgariya,Федерация царство България,,,,,,,,,,,,,,100,60
801,55,26,VL,All For Latvia!,Visu Latvijai!,Visu Latvijai!,,http://en.wikipedia.org/wiki/All_For_Latvia!,,,,,,,,,,,,,428,19
802,35,26,MbS,Citizens Coalition,Medborgerlig samling,Medborgerlig samling,,https://sv.wikipedia.org/wiki/Medborgerlig_samling_(1964–1968),,,Candidates in Malmö constituency only.,,,,,,,,,,752,11
805,34,16,Balad,National Democratic Assembly,Brit Le'umit Demokratit,Brit Le'umit Demokratit,ברית לאומית דמוקרטית,http://en.wikipedia.org/wiki/Balad_%28Israel%29,,New party formed in 1995.,,,,,,,,,6423,,376,70
806,67,14,SKP-Y,Communist  Party of Finland (Unity),Suomen Kommunistinen Puolue  (Yhtenäisyys) – Finlands Kommunistiska Partiet (Enhet),Suomen Kommunistinen Puolue (Yhtenaisyys) -- Finlands Kommunistiska Partiet (Enhet),,http://en.wikipedia.org/wiki/Communist_Party_of_Finland_(1997),jacobs,,Twice largest party no seats.,,91,,,,,,,,246,43
808,54,3,CDU,Christian Democratic Union,Christlich Demokratische Union,Christlich Demokratische Union,,http://en.wikipedia.org/wiki/Christlich_Demokratische_Union_Deutschlands,,,,41521,116,1276521,,805,1505,301,5943,301,276,49
809,26,11,DS,Democrats of the Left,Democratici di Sinistra,Democratici di Sinistra,,http://en.wikipedia.org/wiki/Democrats_of_the_Left,,,,32220,,,,,2102,802,6626,802,380,75
811,55,26,TP,People's Party,Tautas Partija,Tautas partija,,http://en.wikipedia.org/wiki/Tautas_Partija,,New party formed in 1998.,,87610,196,1428610,,,,,2158,2403,428,27
812,21,16,SP,Schleswig Party,Slesvigsk Parti,Slesvigsk Parti,,http://en.wikipedia.org/wiki/Schleswig_Party,,New party formed in 1920.,,,,,,,,,,,208,43
816,72,26,DAP,Democratic Action Party,Democratic Action Party,Democratic Action Party,,http://en.wikipedia.org/wiki/Democratic_Action_Party_%28Malta%29,mchale,New party formed in 1947.,,,,,,,,,,,470,21
817,56,2,Sjf,Association for Equality and Justice,Samtök um jatnrétti og félagshyggju,Samtok um jatnretti og felagshyggju,,https://en.wikipedia.org/wiki/Association_for_Justice_and_Equality,mackie,,,,,,,,,,,,352,11
822,74,2,ZSL,United People's Party,Zjednoczone Stronnictwo Ludowe,Zjednoczone Stronnictwo Ludowe,,http://en.wikipedia.org/wiki/United_People%27s_Party_%28Poland%29,,,,,,,,,,,,,616,19
825,26,12,etc,others,diversi,diversi,,,,,,,,,,,,,,,380,995
827,26,3,PS,Segni Pact,Patto Segni,Patto Segni,,http://en.wikipedia.org/wiki/Patto_Segni,,,,,,,,,,,,826,380,15
828,56,26,Bf-87,Citizens' Party -- 1987,Borgaraflokkurinn – 1987,Borgaraflokkurinn -- 1987,,http://en.wikipedia.org/wiki/Citizens%27_Party_%28Iceland%29,,,,15621,,,,,,,,,352,17
829,68,26,ODS,Civic Democratic Party,Občanská demokratická strana,Obcanska demokraticka strana,,http://en.wikipedia.org/wiki/Civic_Democratic_Party_(Czech_Republic),,Party formed on 21 April 1991 as a split of the Civic Forum (OF).,,82413,59,1203413,,,1005,,1458,2102,203,42
831,26,40,MSI,Italian Social Movement,Movimento Sociale Italiano,Movimento Sociale Italiano,,http://en.wikipedia.org/wiki/Italian_Social_Movement,,,,32710,,,134,1010,2110,,,,380,46
837,5,26,K,Komeito Party,Kōmeitō,Komeito,公明党,http://en.wikipedia.org/wiki/New_Komeito_Party,,"New party formed in 1964.
Party was officially dissolved on 5 November 1994 but reformed on 7 November 1998.",Komeito Party and New Komeito coded as one party because it presents itself as such in the online presentation of its history.,71530,,,,,2203,,8400,,392,29
838,74,11,UP,Labour Union,Unia Pracy,Unia Pracy,,http://en.wikipedia.org/wiki/Labor_United,,,,92322,,,,,,,3128,2602,616,30
840,26,3,PpP,Popular Party for Prodi,Popolari per Prodi,Popolari per Prodi,,http://it.wikipedia.org/wiki/Popolari_per_Prodi,,,,,,,,,,,,,380,135
845,27,16,EA,Basque Solidarity,Eusko Alkartasuna,Eusko Alkartasuna,,http://en.wikipedia.org/wiki/Eusko_Alkartasuna,,,,33903,,1724903,,,3604,507,,507,724,45
846,75,26,I,Pro Patria Union,Isamaaliit,Isamaaliit,,http://en.wikipedia.org/wiki/Pro_Patria_Union,,,,83710,,,,,1212,,1690,2201,233,22
851,51,26,DIKO,Democratic Party,Dimokratikó Kómma,Dimokratiko Komma,Δημοκρατικό Κόμμα,http://en.wikipedia.org/wiki/Democratic_Party_%28Cyprus%29,jacobs,,,55422,50,1196422,,,,,5369,,196,34
856,15,6,NS-SL,New Union (Social Liberals),Naujoji sąjunga (socialliberalai),Naujoji sajunga (socialliberalai),,http://en.wikipedia.org/wiki/New_Union_%28Socialliberals%29,,New party formed on 25 April 1998.,,88410,,1440410,,,,,2376,2504,440,51
861,23,6,PAC,Party of the Civic Alliance,Partidul Alianţa Civică,Partidul Alianta Civica,,http://ro.wikipedia.org/wiki/Partidul_Alian%C5%A3a_Civic%C4%83,,,,,,,,,3203,,,,642,69
863,15,16,LRS,Lithuanian Russian Union,Lietuvos rusų sąjunga,Lietuvos rusu sajunga,,http://en.wikipedia.org/wiki/Lithuanian_Union_of_Russians,,New party formed in 1995.,,,204,1440524,,,,,,2503,440,52
865,54,16,Pi,German Pirate Party,Piratenpartei Deutschland,Piratenpartei Deutschland,,http://en.wikipedia.org/wiki/German_Pirate_Party,,New party formed 10 September 2006.,,,,,,,,,,,276,66
870,39,26,FKgP,Independent Small Holders Party,Független Kisgazda Párt,Fuggetlen Kisgazda Part,,"http://en.wikipedia.org/wiki/Independent_Smallholders,_Agrarian_Workers_and_Civic_Party",,New party formed on 1 July 1930. Refounded on18 November 1988.,,86810,,,,,1606,,1898,,348,13
872,68,40,SPR-RSC,Rally for the Republic -- Republican Party of Czechoslovakia,Sdruzení pro republiku – Republikánská strana Ceskoslovenska,Sdruzeni pro republiku -- Republikanska strana Ceskoslovenska,,http://en.wikipedia.org/wiki/Republicans_of_Miroslav_Sl%C3%A1dek,,"New party formed in 26 October 1989 (Bugajski 2002, 258).
Party was dissolved on 15 May 2013.",,82710,,,,,1009,,,,203,27
873,43,19,V,Greens,Les Verts,Les Verts,,http://en.wikipedia.org/wiki/The_Greens_%28France%29,,New party formed on 20 January 1984.,,31110,103,1250110,,703,1406,605,5929,605,250,49
874,1,19,SZS,Green Party,Strana zelených,Strana Zelenych,,http://en.wikipedia.org/wiki/Green_Party_%28Slovakia%29,,,,96111,,,,,,,,,703,16
875,60,6,SOS,Slovenian Liberal Party,Slovenska obrtniöka stranka,Slovenska obrtnioka stranka,,https://sl.wikipedia.org/wiki/Socialna_liberalna_stranka,,,,,,,,,,,,,705,48
878,11,11,LP,Labour Party,Labour Party,Labour Party,,http://en.wikipedia.org/wiki/New_Zealand_Labour_Party,,,,64320,,,,1201,2703,,7300,,554,25
882,35,14,V,Left Party (Communists),Vänsterpartiet (kommunisterna),Vansterpartiet (kommunisterna),,http://en.wikipedia.org/wiki/V%C3%A4nsterpartiet_Kommunisterna,,,,11220,282,1752220,51,1501,3701,1601,7960,1601,752,26
885,43,3,CDP,Centre Democracy and Progress,Centre démocratie et progrés,Centre democratie et progres,,"http://en.wikipedia.org/wiki/Centre,_Democracy_and_Progress",,,,31523,,,,,,607,,613,250,46
886,40,11,DG,Democratic Group,Gruppe der Demokraten – Groupe des democrates,Gruppe der Demokraten -- Groupe des democrates,,https://en.wikipedia.org/wiki/Social-Political_Group,no-2010,,,,,,,,,,,,756,22
887,15,6,LCS,Centre Union of Lithuania,Lietuvos centro sąjunga,Lietuvos centro sajunga,,http://en.wikipedia.org/wiki/Centre_Union_of_Lithuania,,"New party formed in 1992.
Party merged into Liberal and Centre Union (LiCS) in 2003 but a minority faction reformed the party.",,88420,,,,,2403,,,2509,440,25
888,23,3,PNT-CD,Christian-Democratic National Peasants' Party,Partidul Naţional Ţărănesc Creştin Democrat,Partidul National Taranesc Crestin Democrat,,http://en.wikipedia.org/wiki/Christian-Democratic_National_Peasants'_Party_(Romania),,,,93521,,1642800,,,3205,,3278,,642,23
889,63,11,ID,Democratic Intervention,Intervençao Democrática,Intervencao Democratica,,http://en.wikipedia.org/wiki/Democratic_Intervention_(Portugal),,,,35315,,,,,,,,,620,30
890,43,26,RGR,Rally of Republican Lefts,Rassemblement des gauches républicaines,Rassemblement des gauches republicaines,,http://en.wikipedia.org/wiki/Rally_of_Republican_Lefts,,,,,,,,,,,,,250,80
891,11,26,NZFP,New Zealand First Party,New Zealand First Party,New Zealand First Party,,http://en.wikipedia.org/wiki/New_Zealand_First,,,,64621,,,,,,,7284,,554,22
892,35,6,FP,People's Party,Folkpartiet,Folkpartiet,,https://en.wikipedia.org/wiki/Liberals_(Sweden),,,,11420,280,1752420,54,1503,3704,1604,7860,1604,752,23
894,27,26,CiU,Convergence and Union,Convergència i Unió,Convergencia i Unio,,http://en.wikipedia.org/wiki/Convergence_and_Union,,,,33611,357,1724007,,1408,3607,505,7740,505,724,15
896,26,3,AD,Democratic Alliance,Alleanza Democratica,Alleanza Democratica,,http://en.wikipedia.org/wiki/Democratic_Alliance_(Italy),,,,32529,,,,,,,,817,380,83
897,29,26,RPC,Reform Party of Canada,Reform Party of Canada,Reform Party of Canada,,http://en.wikipedia.org/wiki/Reform_Party_of_Canada,"glob, reuters",New party formed on 31 October 1987.,,62621,,,,,805,,5233,,124,20
898,43,26,UDCA,Union for the Defence of Traders and Artisans -- Poujadists,Union de défense des commerçants et artisans – Poujadists,Union de defense des commercants et artisans -- Poujadists,,https://en.wikipedia.org/wiki/Union_for_the_Defense_of_Tradesmen_and_Artisans,,New party formed in 1953.,,31623,,,,,,,,,250,50
900,74,16,MN,German minority,Mniejszość niemiecka w Polsce,Mniejszosc niemiecka,,https://en.wikipedia.org/wiki/German_Minority_Electoral_Committee,,New party formed in 1990.,,92953,,,,,,,,,616,63
901,20,26,AKP,Justice and Development Party,Adalet ve Kalkınma Partisi,Adalet ve Kalkinma Partisi,,http://en.wikipedia.org/wiki/Justice_and_Development_Party_%28Turkey%29,,Party formed on 14 August 2001.,,74622,306,,,,,,8140,3401,792,29
902,27,11,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Español,Partido Socialista Obrero Espanol,,http://en.wikipedia.org/wiki/Spanish_Socialist_Workers_Party,,,,33320,275,1724320,,1405,3603,501,7820,501,724,27
904,35,11,SAP,Social Democrats,Socialdemokraterna,Socialdemokraterna,,http://en.wikipedia.org/wiki/Socialdemokratiska_arbetarepartiet,,,,11320,277,1752320,52,1502,3702,1602,7940,1602,752,16
905,5,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,392,990
906,26,6,LD,Liberal Democrats,Liberal Democratici,Liberal Democratici,,http://en.wikipedia.org/wiki/Liberal_Democrats_(Italy),,,,,,,,,,,,,380,152
910,26,19,FdV,Federation of the Greens,Federazione dei Verdi,Federazione dei Verdi,,http://en.wikipedia.org/wiki/Federation_of_the_Greens,,,,32110,,,,,2103,808,6666,808,380,66
912,54,26,DP,German Party,Deutsche Partei,Deutsche Partei,,http://en.wikipedia.org/wiki/German_Party_%281947%29,,,,41620,,,,,,,,,276,34
915,64,6,MR,Reformist Movement,Mouvement Réformateur,Mouvement Reformateur,,http://en.wikipedia.org/wiki/Mouvement_R%C3%A9formateur,,,,21422,22,1056427,,310,,,4983,106,56,43
917,11,26,UNZ,United New Zealand,United New Zealand,United New Zealand,,http://en.wikipedia.org/wiki/United_New_Zealand,,,,64421,,,,,,,7332,,554,18
920,67,2,SPP,Finnish Small Farmers' Party,Suomen Pienviljelijäin Puolue – Finska Småbrukarpartiet,Suomen Pienviljelijain Puolue -- Finska Smabrukarpartiet,,http://en.wikipedia.org/wiki/Small_Farmers%27_Party_of_Finland,,New party formed on 12 May 1929.,,,,,,,,,,,246,42
921,39,26,Fi-MPSz,Fidesz -- Hungarian Civic Union,Fidesz – Magyar Polgári Szövetség,Fidesz -- Magyar Polgari Szovetseg,,http://en.wikipedia.org/wiki/Fidesz_%E2%80%93_Hungarian_Civic_Union,,,,86421,157,1348421,,,1603,,1872,2302,348,27
923,37,2,CnT,Party of the Land,Clann na Talmhan,Clann na Talmhan,,http://en.wikipedia.org/wiki/Clann_na_Talmhan,,New party formed on 29 June 1939. ,,53810,,,,,,,,,372,30
925,63,6,MEP,Hope for Portugal Movement,Movimento Esperança Portugal,Movimento Esperanca Portugal,,http://en.wikipedia.org/wiki/Hope_for_Portugal_Movement,,New party formed on 23 July 2008.,,,235,,,,,,,,620,40
927,26,16,AIE,Associative Italians Abroad,Associativo Italiani all'Estero,Associativo Italiani all'Estero,,http://en.wikipedia.org/wiki/Associative_Movement_Italians_Abroad,,,,,,,,,,,,,380,160
928,55,11,L,Equal Rights,Līdztiesība,Lidztiesiba,,http://en.wikipedia.org/wiki/Equal_Rights_%28Latvia%29,,New party formed in 1990.,,87951,,,,,,,2106,2402,428,28
930,11,11,NLP,New Labour Party,New Labour Party,New Labour Party,,http://en.wikipedia.org/wiki/NewLabour_Party_%28New_Zealand%29,"nzhe, nzpa",Former Labour MP Jim Anderton formed the New Labour Party on 1 May 1989. It was a founding member of the Alliance on 1 December 1991 and formally merged on 13 October 2000.,,,,,,,2701,,,,554,16
936,1,3,KSU,Christian Social Union,Krest’anská sociálna únia Slovenska,Krestanska socialna unia Slovenska,,http://sk.wikipedia.org/wiki/Slovensk%C3%A9_kres%C5%A5ansko-demokratick%C3%A9_hnutie,,,,,,,,,3406,,,,703,51
938,34,14,OZ-KH,This World -- New Force,HaOlam HaZeh – Koah Hadash,HaOlam HaZeh -- Koah Hadash,,http://en.wikipedia.org/wiki/Meri_%28political_party%29,,New party formed in the 1960s.,,72610,,,,,,,,,376,48
940,5,11,JSP,Japan Socialist Party,Nihon Shakai-tō,Nihon Shakai-to,社会民主党,http://en.wikipedia.org/wiki/Japan_Socialist_Party,,New Party formed in 1945. Major reformation and name change 19 January 1996.,,71320,,,,,2202,,8472,,392,31
944,8,6,VDB,Free-thinking Democratic League,Vrijzinnig Democratische Bond,Vrijzinnig Democratische Bond,,http://en.wikipedia.org/wiki/Free-thinking_Democratic_League,,,,,,,,,,,,,528,30
945,51,11,EDEK,Movement for Social Democracy EDEK,Kinima Sosialdimokraton EDEK,Kinima Sosialdimokraton EDEK,Κινήμα Σοσιαλδημοκρατών ΕΔΕΚ,http://en.wikipedia.org/wiki/Movement_for_Social_Democracy,,,,55323,54,1196322,,,,,5405,,196,17
947,43,12,none,no party affiliation,sans étiquette,sans etiquette,,,,,,,,,,,,,,,250,990
948,23,26,UDMR,Democratic Union of Hungarians in Romania,Uniunea Democrată Maghiară din România,Uniunea Democratica Maghiara din Romania,,http://en.wikipedia.org/wiki/Democratic_Union_of_Hungarians_in_Romania,,,,93951,253,1642900,,,,,3382,2706,642,36
951,35,40,NyD,New Democracy,Ny Demokrati,Ny Demokrati,,http://en.wikipedia.org/wiki/Ny_Demokrati,,"New party formed on 4 February 1991.
",,11951,,,,,3708,1608,,1608,752,14
952,39,12,one-seat,one seat,one seat,one seat,,,,Parties that won one seat in a single election and less than one percent vote share.,,,,,,,,,,,348,35
955,59,6,LIF,Liberal Forum,Liberales Forum,Liberales Forum,,http://en.wikipedia.org/wiki/Liberales_Forum,,,,42421,,1040422,,,310,1306,,1306,40,22
956,55,16,LG,Light of Latgale,Latgales Gaisma,Latgales Gaisma,,http://en.wikipedia.org/wiki/Light_of_Latgale,,,,,,,,,,,,,428,78
957,67,26,IK,Patriotic People's Movement,Isänmaallinen Kansanliike – Fosterländska Folkrörelsen,Isanmaallinen Kansanliike -- Fosterlandska Folkrorelsen,,http://en.wikipedia.org/wiki/Patriotic_People%27s_Movement_(Finland),,New party formed on 5 June 1932.,,,,,,,,,,,246,45
958,23,6,PD-L,Democratic Liberal Party,Partidul Democrat-Liberal,Partidul Democrat-Liberal,,http://en.wikipedia.org/wiki/Democratic_Liberal_Party_%28Romania%29,afp,Democratic Party (PD) and Liberal Democratic Party (PLD) announced their merger on 15 December 2007 and formed the Democratic Liberal Party (PD-L) (AFP).,,,248,1642400,,,,,3226,2704,642,16
961,26,3,ID,Democracy,I Democratici,I Democratici,,http://en.wikipedia.org/wiki/The_Democrats_(Italy),,,,,,,,,,,,819,380,85
962,55,6,SCP,Society for Other Politics,Sabiedrība citai politikai,Sabiedriba citai politikai,,http://en.wikipedia.org/wiki/Society_for_Other_Politics,,,,,194,1428425,,,,,,,428,65
963,10,19,ZP,Green Party of Bulgaria,Zelena Partiya,Zelena Partija,Зелена партия,http://en.wikipedia.org/wiki/Green_Party_of_Bulgaria,buga,,,,,,,,705,,,,100,10
964,40,14,POCH,Progressive Organisations of Switzerland,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisationen der Schweiz -- Organisations progressistes de Suisse,,http://en.wikipedia.org/wiki/Progressive_Organizations_of_Switzerland,ho-86,New party formed in 1972.,,,,,,,,,,,756,42
967,7,6,DP,Democratic Party,Demokratesch Partei,Demokratesch Partei,,http://en.wikipedia.org/wiki/Democratic_Party_(Luxembourg),,,,23420,212,1442420,138,,,903,6926,,442,15
968,26,14,PdUP,Proletarian Unity Party,Partito di Unità Proletaria,Partito di Unita Proletaria,,http://en.wikipedia.org/wiki/Proletarian_Unity_Party_%28Italy%29,,,,32210,,,,1002,,,,822,380,108
969,64,6,FDF,Francophone Democratic Front,Front Démocratique des Francophones | DéFI,Front Democratique des Francophones,,http://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ralistes_D%C3%A9mocrates_Francophones,,,,21912,,,96,306,408,111,,111,56,30
972,64,3,CD+NVA,Christian-Democrat and Flemish / New Flemish Alliance,Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie,Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie,,http://en.wikipedia.org/wiki/Flemish_Christian_Democratic_Party,,Christian-Democrats (CD&V) and New Flemish Alliance (NVA) formed a cartel for European Parliament and regional elections on 13 June 2004 and for the national election on 10 June 2007. The two parties formed a joined parliamentary group after the 2007 election from which the New Flemish Alliance (NVA) withdrew on 21 September 2008.,,,,,,,,,,,56,80
973,59,11,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Österreichs,Sozialdemokratische Partei Oesterreichs,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Austria,,,,42320,11,1040320,,202,308,1301,4865,1301,40,16
974,26,16,UV,Valdotanian Union,Union Valdôtaine,Union Valdotaine,,http://en.wikipedia.org/wiki/Valdotanian_Union,,"New party formed on 13 September 1945.
Often stands for election with changing minor allies.",,,,,,,,,,,380,25
976,34,40,Tzomet,Crossroads,Tzomet,Tzomet,צומת‎,http://en.wikipedia.org/wiki/Tzomet,,New party formed in 1983.,,72613,,,,,,,,,376,35
978,21,6,FrP,Progress Party,Fremskridtspartiet,Fremskridtspartiet,,http://en.wikipedia.org/wiki/Fremskridtspartiet,,New party formed on 22 August 1972.,,13951,,,,510,1109,213,5531,212,208,20
979,67,16,VSL,League for Free Finland,Vapaan Suomen Liitto – Självständighetspartiet,Vapaan Suomen Liitto -- Sjalvstandighetspartiet,,http://fi.wikipedia.org/wiki/Itsen%C3%A4isyyspuolue,,New party formed in November 1994. ,,,85,,,,,,,,246,56
